#;meas;ticks;xH;yH;zH;xL;yL;zL;magni;temp;vibr;
#;anal;ticks;fsm_sensorpack;xMean;yMean;zMean;vibrMean;tempMean;
>;tris;14925318;10029.812171;0.057276;2.746240;9.101914;0.000983;0.011622;442
>;tris;14927823;10031.261349;0.057321;2.746508;9.069247;0.001109;0.012473;442
>;tris;14930328;10027.355845;0.057187;2.743008;10.619352;0.000859;0.013503;442
>;tris;14932833;10027.507116;0.057349;2.742241;10.995319;0.000592;0.010679;441
>;tris;14935338;10031.551900;0.057135;2.744196;7.382008;0.000751;0.008038;442
>;tris;14937843;10028.636883;0.057008;2.745996;5.899008;0.001037;0.009707;442
>;tris;14940348;10029.902694;0.057010;2.751089;5.261155;0.001234;0.009948;442
>;tris;14942853;10032.391423;0.056776;2.751956;5.299489;0.001074;0.009862;442
>;tris;14945358;10031.181121;0.056413;2.746295;9.133962;0.000855;0.013760;442
>;tris;14947863;10031.391795;0.056185;2.745794;9.846861;0.000707;0.012868;442
>;tris;14950368;10033.140320;0.056999;2.742515;8.183960;0.001140;0.014186;442
>;tris;14952873;10026.862359;0.057478;2.742850;10.883968;0.000875;0.015202;442
>;tris;14955378;10028.667905;0.057243;2.744773;11.066046;0.000588;0.012327;442
>;tris;14957883;10031.939934;0.057043;2.737397;9.525440;0.000723;0.010720;442
>;tris;14960388;10026.522657;0.056392;2.736656;8.947177;0.000952;0.014918;442
>;tris;14962893;10026.397756;0.056594;2.737810;5.767907;0.001014;0.015933;442
>;tris;14965398;10032.192796;0.057169;2.742734;6.724242;0.000818;0.013459;442
>;tris;14967903;10034.257485;0.056996;2.739166;7.342370;0.000850;0.014079;443
>;tris;14970408;10032.016055;0.056895;2.736603;6.223972;0.000841;0.013966;442
>;tris;14972913;10028.043795;0.056780;2.749059;4.780554;0.000804;0.013617;442
>;tris;14975418;10024.654718;0.056239;2.748632;5.230989;0.001088;0.014026;443
>;tris;14977923;10024.177854;0.056105;2.740076;9.206059;0.001005;0.013880;442
>;tris;14980428;10028.184595;0.056536;2.736245;10.270217;0.000662;0.012778;442
>;tris;14982933;10028.163447;0.056606;2.741655;7.323056;0.000584;0.012294;442
>;tris;14985438;10025.484297;0.056542;2.747441;7.134282;0.000756;0.010403;442
>;tris;14987943;10027.931023;0.056897;2.748192;7.381968;0.000899;0.015338;442
>;tris;14990448;10030.731320;0.057275;2.747463;6.595735;0.000803;0.015141;442
>;tris;14992953;10030.170975;0.057202;2.742718;7.953862;0.001109;0.013244;442
>;tris;14995458;10025.315315;0.056837;2.743981;9.729331;0.001150;0.015105;442
>;tris;14997963;10024.582269;0.056462;2.750505;9.351531;0.001227;0.014397;442
>;tris;15000468;10029.362508;0.056627;2.754585;8.605254;0.001150;0.012309;442
>;tris;15002973;10030.300135;0.056978;2.750604;7.456350;0.000760;0.010247;442
>;tris;15005478;10033.452807;0.056916;2.753811;7.101626;0.001079;0.011757;442
>;tris;15007983;10034.347673;0.056482;2.760775;7.352120;0.001097;0.010686;442
>;tris;15010488;10030.978603;0.056481;2.760891;7.104968;0.000807;0.012069;442
>;tris;15012993;10031.231170;0.056928;2.753447;5.531651;0.000400;0.014118;442
>;tris;15015498;10035.213352;0.056316;2.749028;6.703305;0.000913;0.010355;442
>;tris;15018003;10032.165206;0.056415;2.746131;8.201579;0.001022;0.011611;443
>;tris;15020508;10028.421626;0.056775;2.746619;7.192056;0.000827;0.014012;442
>;tris;15023013;10033.228675;0.056912;2.741896;8.675298;0.000928;0.016205;442
>;tris;15025518;10034.524760;0.057005;2.743376;7.939199;0.000996;0.018001;442
>;tris;15028023;10028.592211;0.056756;2.751168;9.038497;0.000933;0.012908;442
>;tris;15030528;10024.780331;0.056818;2.746312;9.538945;0.000765;0.010552;442
>;tris;15033033;10027.506644;0.056893;2.744803;10.194145;0.000689;0.011724;442
>;tris;15035538;10028.840458;0.056912;2.747313;7.461481;0.000816;0.011049;442
>;tris;15038043;10024.444787;0.056717;2.745619;5.574934;0.001057;0.010504;442
>;tris;15040548;10024.444016;0.056752;2.746027;6.637399;0.001021;0.016546;442
>;tris;15043053;10029.510177;0.057272;2.749795;7.852620;0.001060;0.014898;443
>;tris;15045558;10031.000015;0.057390;2.743720;6.880597;0.001033;0.011617;443
>;tris;15048063;10029.259847;0.056941;2.745632;7.083176;0.001066;0.014016;442
>;tris;15050568;10027.888095;0.056467;2.748351;8.456773;0.001051;0.014164;443
>;tris;15053073;10027.147707;0.056503;2.742807;7.005790;0.001047;0.015414;442
>;tris;15055578;10026.689792;0.056865;2.747629;5.616818;0.000782;0.015250;443
>;tris;15058083;10027.821398;0.056948;2.745495;7.453174;0.000998;0.012127;443
>;tris;15060588;10031.765815;0.056875;2.741335;7.899628;0.001001;0.009472;443
>;tris;15063093;10033.068373;0.056456;2.747386;8.757045;0.000832;0.011983;443
>;tris;15065598;10032.162943;0.056623;2.752082;9.066340;0.000983;0.012314;443
>;tris;15068103;10030.026352;0.057303;2.751230;6.773243;0.000833;0.010588;443
>;tris;15070608;10029.352516;0.057035;2.746993;5.676444;0.000912;0.013303;443
>;tris;15073113;10027.013204;0.057008;2.741785;6.193125;0.000950;0.014923;443
>;tris;15075618;10026.766240;0.056784;2.745697;6.449035;0.001018;0.013685;442
>;tris;15078123;10025.711036;0.056588;2.744157;7.590724;0.000771;0.013448;443
>;tris;15080628;10024.911292;0.056766;2.741350;7.413096;0.000854;0.012115;442
>;tris;15083133;10028.208722;0.056679;2.749019;8.906097;0.001008;0.010656;443
>;tris;15085638;10027.768264;0.056326;2.747279;9.023739;0.001026;0.010971;442
>;tris;15088143;10028.518261;0.056096;2.742816;7.475604;0.000872;0.013037;442
>;tris;15090648;10031.460583;0.056516;2.744686;6.451244;0.000879;0.013125;442
>;tris;15093153;10028.567395;0.057138;2.749577;6.120676;0.000589;0.013821;442
>;tris;15095658;10026.793323;0.056978;2.751260;5.582592;0.000628;0.015422;443
>;tris;15098163;10029.415327;0.056901;2.747237;5.386491;0.000798;0.014373;443
>;tris;15100668;10026.408880;0.056615;2.745014;6.995399;0.000939;0.012101;443
>;tris;15103173;10025.018028;0.056669;2.743208;6.958754;0.001018;0.014632;443
>;tris;15105678;10027.681725;0.056985;2.739806;6.333820;0.000953;0.012999;443
>;tris;15108183;10024.768156;0.057177;2.737549;6.247121;0.001099;0.011743;443
>;tris;15110688;10028.983926;0.057328;2.735517;8.887480;0.001295;0.011541;443
>;tris;15113193;10034.467699;0.057110;2.743486;8.021789;0.001263;0.013109;443
>;tris;15115698;10031.748067;0.057290;2.748634;8.486774;0.001411;0.013194;442
>;tris;15118203;10030.658325;0.057279;2.749038;7.612837;0.001267;0.015380;442
>;tris;15120708;10027.142711;0.057408;2.749814;8.819268;0.000909;0.013538;443
>;tris;15123213;10021.349779;0.057226;2.748141;6.304255;0.001014;0.012929;442
>;tris;15125718;10026.667769;0.057108;2.749700;10.490341;0.000649;0.014095;443
>;tris;15128223;10029.741138;0.056735;2.749856;9.131663;0.000834;0.011632;443
>;tris;15130728;10026.887992;0.056365;2.751598;7.471390;0.000952;0.013355;443
>;tris;15133233;10027.334674;0.057043;2.750894;8.657667;0.001004;0.015414;443
>;tris;15135738;10027.378352;0.057435;2.745571;9.213654;0.000897;0.014724;443
>;tris;15138243;10027.144537;0.057655;2.745378;8.054453;0.000861;0.008679;443
>;tris;15140748;10027.433813;0.057495;2.742325;6.941742;0.000949;0.009298;443
>;tris;15143253;10031.246211;0.056982;2.740226;8.018997;0.001017;0.008889;443
>;tris;15145758;10031.557001;0.056996;2.740430;6.110457;0.001217;0.012448;443
>;tris;15148263;10029.645758;0.057088;2.736404;4.559587;0.001149;0.013911;443
>;tris;15150768;10028.703789;0.057234;2.738614;5.644160;0.000684;0.010978;443
>;tris;15153273;10028.856734;0.057223;2.747061;7.109221;0.000533;0.011659;443
>;tris;15155778;10029.520845;0.057159;2.744346;8.810774;0.000485;0.013308;442
>;tris;15158283;10023.733614;0.057580;2.742055;9.900555;0.000626;0.011438;443
>;tris;15160788;10023.681777;0.057592;2.744850;8.198786;0.000786;0.010899;443
>;tris;15163293;10025.276273;0.057091;2.742977;6.337405;0.000701;0.015119;443
>;tris;15165798;10023.134586;0.057164;2.743360;5.447866;0.000698;0.014630;443
>;tris;15168303;10029.048276;0.057137;2.747319;6.270286;0.000650;0.009753;443
>;tris;15170808;10030.377887;0.057323;2.743266;6.092861;0.000738;0.012778;443
>;tris;15173313;10030.159790;0.057254;2.744755;7.321099;0.000966;0.016446;443
>;tris;15175818;10031.100354;0.056448;2.752467;6.038584;0.000764;0.016610;443
>;tris;15178323;10032.242708;0.056623;2.746229;3.954151;0.000948;0.013950;442
>;tris;15180828;10029.635668;0.056758;2.741877;7.196292;0.000990;0.008743;443
>;tris;15183333;10027.545138;0.056607;2.743257;7.388644;0.000830;0.011062;443
>;tris;15185838;10029.609202;0.056645;2.743897;6.206428;0.000729;0.010726;443
>;tris;15188343;10027.064829;0.057025;2.741591;6.769104;0.001119;0.010015;443
>;tris;15190848;10026.756389;0.057325;2.742080;7.133832;0.001135;0.011852;443
>;tris;15193353;10027.924216;0.056990;2.751417;5.717793;0.000876;0.014301;443
>;tris;15195858;10029.000684;0.056947;2.749645;6.766640;0.000828;0.014787;443
>;tris;15198363;10031.563111;0.056662;2.747336;6.481562;0.000875;0.011973;443
>;tris;15200868;10032.252823;0.056042;2.754837;4.984349;0.000748;0.008893;443
>;tris;15203373;10027.414231;0.055845;2.755785;7.684155;0.000661;0.009718;443
>;tris;15205878;10021.874833;0.056254;2.749929;7.919471;0.000585;0.011971;443
>;tris;15208383;10023.668905;0.056908;2.742023;8.767368;0.000679;0.014609;443
>;tris;15210888;10029.819878;0.056976;2.739176;8.254232;0.000968;0.015740;443
>;tris;15213393;10032.371002;0.056777;2.744376;7.817426;0.000984;0.015090;443
>;tris;15215898;10034.107959;0.056942;2.746073;6.551077;0.001026;0.012126;443
>;tris;15218403;10033.078050;0.056714;2.742538;6.125477;0.001178;0.013231;443
>;tris;15220908;10027.225898;0.056713;2.743298;6.680241;0.000967;0.011576;444
>;tris;15223413;10025.812900;0.056587;2.748280;6.394707;0.001031;0.008607;443
>;tris;15225918;10030.034652;0.056683;2.746107;7.275021;0.001073;0.009714;444
>;tris;15228423;10030.791160;0.057170;2.744579;6.783038;0.000852;0.015973;443
>;tris;15230928;10029.395374;0.056756;2.747564;6.342589;0.001124;0.015260;443
>;tris;15233433;10028.840826;0.056484;2.745071;6.594029;0.001178;0.013047;443
>;tris;15235938;10028.973209;0.057035;2.744986;9.102239;0.001037;0.016699;443
>;tris;15238443;10030.829076;0.057129;2.746499;9.311971;0.000971;0.013881;443
>;tris;15240948;10029.561123;0.056839;2.751343;7.215321;0.000906;0.013225;443
>;tris;15243453;10029.990206;0.056606;2.753543;8.093330;0.001003;0.013216;444
>;tris;15245958;10031.794121;0.057089;2.747916;7.232619;0.001478;0.012662;444
>;tris;15248463;10032.683359;0.056890;2.751499;5.414676;0.001587;0.012855;444
>;tris;15250968;10028.431448;0.056328;2.755914;7.918782;0.001138;0.013335;443
>;tris;15253473;10026.407319;0.057001;2.755938;7.841930;0.000811;0.014660;444
>;tris;15255978;10029.143984;0.057127;2.751807;7.131327;0.000861;0.014070;443
>;tris;15258483;10031.475117;0.057069;2.749035;8.029504;0.000935;0.016248;444
>;tris;15260988;10032.146786;0.056981;2.746692;8.148603;0.000993;0.015881;443
>;tris;15263493;10027.104112;0.057096;2.741655;7.858762;0.000977;0.014229;443
>;tris;15265998;10025.730035;0.057115;2.741749;8.110897;0.000618;0.017849;443
>;tris;15268503;10023.908853;0.056941;2.743790;6.798923;0.000783;0.014742;443
>;tris;15271008;10029.274070;0.056861;2.745853;8.126359;0.001040;0.008538;444
>;tris;15273513;10032.385687;0.056975;2.741729;5.842531;0.001141;0.012195;444
>;tris;15276018;10029.283747;0.057160;2.747638;4.853249;0.000928;0.014045;443
>;tris;15278523;10032.400368;0.056830;2.749455;7.553190;0.000893;0.011339;444
>;tris;15281028;10034.140203;0.056898;2.745659;6.552663;0.000689;0.012132;443
>;tris;15283533;10032.217163;0.057316;2.746811;7.808849;0.000798;0.011546;444
>;tris;15286038;10033.622522;0.056932;2.751343;8.918485;0.001105;0.009622;443
>;tris;15288543;10036.998469;0.056953;2.751818;11.215625;0.000987;0.011306;443
>;tris;15291048;10034.589494;0.057156;2.750911;11.809292;0.000831;0.011436;444
>;tris;15293553;10025.749603;0.056969;2.748129;7.261789;0.000982;0.009929;444
>;tris;15296058;10026.525619;0.056961;2.747128;7.280127;0.000909;0.011959;443
>;tris;15298563;10031.047880;0.056709;2.755035;6.905005;0.000734;0.013489;443
>;tris;15301068;10029.162853;0.056742;2.752908;7.507560;0.000672;0.017352;444
>;tris;15303573;10030.704438;0.057154;2.744301;8.341263;0.001050;0.015551;443
>;tris;15306078;10028.200328;0.057152;2.746553;8.525579;0.001177;0.013912;444
>;tris;15308583;10024.692589;0.057294;2.747812;6.678531;0.000816;0.013243;444
>;tris;15311088;10028.618682;0.057401;2.750415;8.571045;0.000637;0.015148;443
>;tris;15313593;10033.489339;0.057056;2.754952;9.804426;0.000725;0.016667;444
>;tris;15316098;10033.003591;0.056732;2.751703;9.993984;0.000620;0.015342;443
>;tris;15318603;10027.905579;0.056856;2.746242;7.976823;0.000617;0.008554;444
>;tris;15321108;10027.695074;0.057670;2.743457;8.487987;0.000932;0.008973;444
>;tris;15323613;10032.228972;0.057712;2.740153;8.887835;0.001146;0.009596;443
>;tris;15326118;10028.478345;0.056800;2.747906;10.933418;0.001041;0.012424;444
>;tris;15328623;10022.420430;0.056929;2.752766;8.588563;0.000869;0.009570;443
>;tris;15331128;10026.317707;0.056845;2.749608;8.600723;0.000722;0.008631;443
>;tris;15333633;10031.839753;0.056869;2.745641;8.421464;0.000697;0.011355;443
>;tris;15336138;10029.174572;0.057076;2.746615;8.983012;0.000786;0.013293;444
>;tris;15338643;10024.537913;0.057193;2.751180;6.638362;0.001171;0.011854;443
>;tris;15341148;10024.898824;0.056839;2.747618;7.070141;0.001409;0.011087;443
>;tris;15343653;10025.874498;0.056723;2.745264;7.628278;0.001383;0.009271;444
>;tris;15346158;10028.076291;0.056648;2.755414;5.407098;0.001438;0.014087;444
>;tris;15348663;10027.347855;0.056747;2.754499;6.157111;0.001191;0.016929;444
>;tris;15351168;10027.766031;0.057236;2.753787;10.127743;0.000996;0.019830;444
>;tris;15353673;10028.446130;0.057232;2.756964;9.103345;0.001131;0.018297;444
>;tris;15356178;10031.184707;0.057332;2.747637;6.201902;0.000764;0.017193;444
>;tris;15358683;10032.495661;0.057489;2.741542;6.339375;0.000611;0.016713;444
>;tris;15361188;10032.539957;0.057111;2.747231;7.097416;0.000803;0.016788;444
>;tris;15363693;10032.429405;0.056779;2.755061;8.389142;0.000643;0.013215;444
>;tris;15366198;10026.072027;0.056799;2.752055;10.860958;0.000856;0.011459;444
>;tris;15368703;10021.991588;0.056845;2.749371;8.792493;0.000857;0.009628;444
>;tris;15371208;10026.495096;0.056945;2.747101;8.445257;0.000742;0.008627;444
>;tris;15373713;10031.191521;0.057273;2.747808;7.323630;0.000861;0.008687;444
>;tris;15376218;10029.314038;0.056998;2.744323;7.132531;0.001131;0.011142;444
>;tris;15378723;10027.090465;0.056506;2.744477;6.703958;0.001170;0.010858;444
>;tris;15381228;10026.841627;0.056742;2.748130;7.916106;0.000981;0.010185;444
>;tris;15383733;10025.549394;0.056764;2.744398;7.192273;0.000634;0.012860;443
>;tris;15386238;10028.966384;0.057167;2.740641;6.817660;0.000798;0.013992;444
>;tris;15388743;10031.438783;0.057356;2.737567;6.531375;0.000801;0.011038;444
>;tris;15391248;10028.017560;0.056697;2.740624;7.276689;0.000924;0.011281;444
>;tris;15393753;10028.583261;0.056423;2.750598;6.895611;0.000921;0.012686;444
>;tris;15396258;10032.555049;0.056398;2.751538;6.528222;0.000889;0.014478;444
>;tris;15398763;10030.268122;0.056606;2.746173;8.013221;0.000727;0.014910;444
>;tris;15401268;10030.666030;0.056706;2.749057;9.619763;0.000788;0.012948;444
>;tris;15403773;10030.627482;0.056743;2.744338;8.475442;0.000835;0.012609;444
>;tris;15406278;10024.156831;0.056991;2.741175;6.399927;0.000669;0.010460;444
>;tris;15408783;10025.647839;0.056971;2.749819;7.113201;0.000648;0.014740;444
>;tris;15411288;10029.840261;0.056803;2.750512;6.421115;0.000846;0.018698;444
>;tris;15413793;10029.242021;0.056843;2.747400;7.208789;0.000816;0.018962;444
>;tris;15416298;10025.490811;0.056942;2.744203;6.995633;0.000636;0.017740;444
>;tris;15418803;10025.670236;0.057218;2.750863;6.444382;0.000821;0.015013;444
>;tris;15421308;10031.646125;0.056947;2.751130;8.306406;0.000974;0.014630;444
>;tris;15423813;10033.612648;0.056707;2.745283;7.811842;0.000934;0.013077;444
>;tris;15426318;10030.068293;0.056709;2.746764;5.135777;0.000933;0.008642;444
>;tris;15428823;10025.290951;0.056800;2.750354;5.184652;0.000799;0.008526;444
>;tris;15431328;10026.103458;0.057553;2.744993;7.016779;0.000807;0.013259;444
>;tris;15433833;10027.850057;0.057420;2.744899;6.113722;0.000849;0.013419;444
>;tris;15436338;10025.353314;0.056874;2.743478;5.438212;0.000833;0.016480;444
>;anal;15438787;2;-523;212;10017;287;444
>;tris;15438843;10026.858874;0.057053;2.742471;7.727843;0.000921;0.022825;444
>;tris;15441348;10029.245036;0.057408;2.736873;8.979314;0.000807;0.021216;444
>;anal;15443813;0;-511;218;10018;286;444
>;tris;15443853;10030.914444;0.056574;2.735132;8.399514;0.001109;0.014846;444
>;tris;15446358;10030.004694;0.056071;2.743905;6.429509;0.000589;0.012509;444
>;tris;15448863;10027.457458;0.056808;2.744953;4.404325;0.000611;0.010341;445
>;tris;15451368;10031.565980;0.057124;2.742190;8.798423;0.000817;0.013619;445
>;tris;15453873;10033.221635;0.057317;2.742347;8.948612;0.001007;0.012950;445
>;tris;15456378;10029.130835;0.057129;2.742837;6.763875;0.001335;0.009526;444
>;tris;15458883;10025.734257;0.056585;2.748012;5.348644;0.001291;0.010677;445
>;tris;15461388;10027.592418;0.056651;2.753988;6.293337;0.001081;0.011659;444
>;tris;15463893;10030.539507;0.057079;2.753675;7.184888;0.000940;0.012514;445
>;tris;15466398;10033.850900;0.057127;2.752198;8.659383;0.000721;0.011380;444
>;tris;15468903;10033.310598;0.056987;2.754982;8.514556;0.000834;0.010393;444
>;tris;15471408;10029.729737;0.057274;2.752090;5.887918;0.000901;0.009452;445
>;tris;15473913;10028.961004;0.057227;2.744928;8.805513;0.000821;0.008301;444
>;tris;15476418;10028.917933;0.056627;2.748259;8.486977;0.000793;0.016036;444
>;tris;15478923;10029.875274;0.056792;2.751736;4.302644;0.000991;0.018874;444
>;tris;15481428;10028.938567;0.057115;2.738798;6.998894;0.001005;0.018459;445
>;tris;15483933;10025.627354;0.057002;2.740280;8.300491;0.000915;0.017308;444
>;tris;15486438;10026.971361;0.057147;2.752911;7.136706;0.000785;0.011869;445
>;tris;15488943;10026.990928;0.057528;2.747481;5.079645;0.000846;0.013131;445
>;tris;15491448;10026.921447;0.057088;2.747536;5.636507;0.001155;0.015072;444
>;tris;15493953;10028.423829;0.056532;2.751298;6.309226;0.000834;0.014162;445
>;tris;15496458;10028.828986;0.056859;2.750117;6.479170;0.000645;0.014253;444
>;tris;15498963;10029.170964;0.056861;2.746580;5.157673;0.000683;0.013252;445
>;tris;15501468;10030.588244;0.056957;2.742390;5.087382;0.000758;0.011236;444
>;tris;15503973;10032.576141;0.057315;2.748206;6.310872;0.000636;0.012887;445
>;tris;15506478;10030.632669;0.057625;2.749189;6.884159;0.000766;0.013041;445
>;tris;15508983;10027.860529;0.057296;2.749921;6.616711;0.000986;0.018253;444
>;tris;15511488;10029.541989;0.056945;2.755054;8.470636;0.000942;0.015694;444
>;tris;15513993;10032.935965;0.056887;2.751570;7.818371;0.001123;0.012533;445
>;tris;15516498;10032.509779;0.056418;2.750146;6.320375;0.001181;0.010642;445
>;tris;15519003;10029.574175;0.056510;2.748151;6.717263;0.000950;0.010027;445
>;tris;15521508;10030.800895;0.057224;2.741592;6.793097;0.000600;0.012541;445
>;tris;15524013;10031.488505;0.056813;2.739822;5.571733;0.000853;0.013080;445
>;tris;15526518;10031.830381;0.056533;2.750937;5.746958;0.000872;0.019973;444
>;tris;15529023;10031.017516;0.057109;2.750533;7.054904;0.000909;0.019270;445
>;tris;15531528;10027.934775;0.057110;2.742878;6.504857;0.001088;0.008495;445
>;tris;15534033;10029.607854;0.056422;2.746558;5.952139;0.001247;0.016426;445
>;tris;15536538;10031.071206;0.056430;2.741817;4.321632;0.000905;0.018032;444
>;tris;15539043;10026.515349;0.056874;2.739960;6.101076;0.000875;0.012894;445
>;tris;15541548;10026.961593;0.056881;2.744953;8.777154;0.001015;0.014769;445
>;tris;15544053;10031.606921;0.056948;2.742490;8.017036;0.000972;0.016501;445
>;tris;15546558;10032.560722;0.056513;2.739847;6.418110;0.000929;0.015361;445
>;tris;15549063;10029.825461;0.056144;2.743403;7.695458;0.000578;0.012432;445
>;tris;15551568;10029.789164;0.056328;2.747043;7.770137;0.000585;0.012007;445
>;tris;15554073;10031.353160;0.056859;2.745225;6.744696;0.000640;0.016048;444
>;tris;15556578;10028.448499;0.056610;2.744501;7.460291;0.000823;0.015214;445
>;tris;15559083;10026.046658;0.056753;2.740757;6.429174;0.000930;0.014933;445
>;anal;15561543;2;-533;200;9997;289;445
>;tris;15561588;10026.720419;0.057338;2.737530;5.956759;0.000737;0.021100;445
>;tris;15564093;10030.287181;0.057403;2.744176;9.060894;0.001125;0.021764;444
>;anal;15566558;0;-528;220;10007;288;445
>;tris;15566598;10030.694159;0.057588;2.745646;9.237356;0.001079;0.015232;445
>;tris;15569103;10026.257522;0.057157;2.744633;7.130724;0.000930;0.011040;445
>;tris;15571608;10025.460149;0.056782;2.748268;7.210003;0.000678;0.009699;445
>;tris;15574113;10029.528383;0.056679;2.748802;7.760625;0.000743;0.015638;444
>;tris;15576618;10030.573688;0.056507;2.757441;7.349986;0.000898;0.015829;445
>;tris;15579123;10029.436553;0.056898;2.758525;5.606078;0.001104;0.010376;445
>;tris;15581628;10028.580242;0.057015;2.755629;4.089634;0.000985;0.011734;445
>;tris;15584133;10026.870121;0.057037;2.749011;6.790696;0.000964;0.016441;444
>;tris;15586638;10025.609249;0.057320;2.742932;8.316126;0.000839;0.012346;445
>;tris;15589143;10023.351955;0.057262;2.746715;7.918460;0.000849;0.009185;444
>;tris;15591648;10026.171115;0.057007;2.744306;7.974042;0.000899;0.013190;444
>;tris;15594153;10031.230535;0.057200;2.740040;6.889236;0.000989;0.015364;445
>;tris;15596658;10033.763277;0.057281;2.745717;7.560578;0.001149;0.015033;445
>;tris;15599163;10034.428557;0.056838;2.757130;7.497367;0.000970;0.010224;445
>;tris;15601668;10032.369818;0.056320;2.755327;6.095632;0.000770;0.013151;445
>;tris;15604173;10032.929215;0.056318;2.758256;5.806547;0.000739;0.016831;444
>;anal;15606628;2;-518;218;10015;286;445
>;tris;15606678;10029.070164;0.057103;2.749541;8.249479;0.000880;0.021633;445
>;anal;15609098;0;-524;211;10014;289;445
>;tris;15609183;10026.915952;0.057364;2.739588;7.061522;0.000772;0.013107;445
>;tris;15611688;10028.553539;0.057217;2.745474;6.642994;0.000666;0.013286;445
>;tris;15614193;10030.082112;0.057362;2.747807;7.887089;0.000997;0.014269;444
>;tris;15616698;10032.210958;0.056489;2.751701;8.127093;0.001307;0.011691;445
>;tris;15619203;10028.506947;0.055970;2.748711;8.534585;0.000813;0.011590;445
>;tris;15621708;10026.100323;0.056563;2.740647;7.057519;0.001109;0.012801;445
>;tris;15624213;10025.810622;0.056512;2.740134;7.934599;0.001040;0.014014;445
>;tris;15626718;10024.949200;0.056445;2.746321;8.657332;0.000826;0.012432;444
>;tris;15629223;10028.530066;0.056856;2.747633;8.920168;0.001026;0.012161;445
>;tris;15631728;10031.386085;0.057019;2.745679;6.050585;0.000889;0.014323;445
>;tris;15634233;10030.921175;0.056734;2.744937;5.315342;0.000632;0.012127;444
>;tris;15636738;10030.359296;0.056734;2.742633;6.192182;0.000511;0.010321;445
>;tris;15639243;10026.391062;0.056588;2.746065;6.214771;0.000673;0.013116;445
>;tris;15641748;10023.719030;0.056571;2.747483;5.463253;0.000897;0.013241;444
>;tris;15644253;10024.155754;0.056703;2.746468;8.598652;0.001017;0.014643;444
>;tris;15646758;10025.669316;0.057072;2.746871;7.982766;0.001070;0.012884;445
>;tris;15649263;10024.053835;0.057294;2.744359;5.457010;0.001095;0.012767;444
>;tris;15651768;10028.938758;0.056800;2.751795;8.296829;0.001002;0.014828;445
>;tris;15654273;10033.095510;0.056752;2.749603;6.334617;0.000701;0.015439;444
>;tris;15656778;10030.487811;0.057197;2.743795;9.755241;0.001004;0.015217;445
>;tris;15659283;10030.080289;0.057466;2.751016;9.312738;0.000797;0.013491;445
>;tris;15661788;10028.156178;0.057571;2.748530;6.534117;0.000610;0.013260;445
>;tris;15664293;10025.853816;0.057188;2.747204;5.936046;0.000848;0.012820;445
>;tris;15666798;10027.437834;0.056841;2.749041;5.261143;0.000808;0.011840;445
>;tris;15669303;10029.340273;0.057394;2.747949;5.628340;0.001091;0.012888;445
>;tris;15671808;10028.217848;0.057008;2.748572;5.938770;0.001176;0.012493;444
>;tris;15674313;10025.608115;0.056585;2.742693;7.368082;0.000642;0.014301;444
>;tris;15676818;10026.870095;0.056796;2.741338;9.592559;0.000665;0.014156;444
>;tris;15679323;10032.372715;0.057166;2.746917;7.935682;0.000936;0.011684;444
>;tris;15681828;10034.803222;0.057215;2.743560;5.355857;0.000793;0.011588;444
>;tris;15684333;10029.488647;0.056681;2.744572;8.254661;0.000587;0.013648;444
>;tris;15686838;10026.676644;0.056734;2.745300;6.462603;0.000896;0.015460;444
>;tris;15689343;10030.366866;0.057058;2.743426;5.955992;0.000851;0.013939;445
>;tris;15691848;10028.848680;0.057312;2.751146;5.551997;0.000671;0.010888;444
>;tris;15694353;10028.573425;0.057036;2.750059;8.382204;0.001079;0.011524;444
>;tris;15696858;10030.653422;0.056538;2.748232;9.383102;0.001111;0.011467;444
>;tris;15699363;10029.514598;0.056863;2.745561;6.767507;0.000905;0.013307;445
>;tris;15701868;10025.390294;0.056968;2.744776;4.339281;0.001145;0.013616;445
>;tris;15704373;10025.482782;0.056916;2.747573;5.529720;0.001302;0.016936;445
>;tris;15706878;10029.971259;0.057205;2.750872;7.364750;0.000939;0.017360;444
>;anal;15709346;2;-531;232;10013;289;445
>;tris;15709383;10032.142792;0.057324;2.743915;7.144040;0.000955;0.020651;445
>;anal;15711892;0;-525;228;9999;288;445
>;tris;15711888;10029.081947;0.057574;2.739378;6.971620;0.000946;0.018825;445
>;tris;15714393;10029.778772;0.057844;2.746345;6.606946;0.000859;0.012302;444
>;tris;15716898;10029.029117;0.057269;2.748111;7.511107;0.001173;0.013269;445
>;tris;15719403;10027.597566;0.056696;2.750014;9.109551;0.001015;0.014238;445
>;tris;15721908;10027.684233;0.056886;2.747756;9.210169;0.000889;0.011815;445
>;tris;15724413;10025.934236;0.056662;2.757690;6.443020;0.000914;0.017027;444
>;tris;15726918;10029.135738;0.056931;2.759603;6.680274;0.001159;0.016168;444
>;tris;15729423;10028.865310;0.057297;2.747983;7.274399;0.001197;0.010511;445
>;tris;15731928;10026.204701;0.056994;2.742768;6.959738;0.000976;0.011291;445
>;tris;15734433;10024.834927;0.057125;2.741214;6.228082;0.000687;0.010906;444
>;tris;15736938;10025.669407;0.057005;2.752615;7.314816;0.000927;0.015088;445
>;tris;15739443;10028.587333;0.056678;2.756164;6.191983;0.000857;0.016584;444
>;tris;15741948;10026.388541;0.056612;2.748564;5.633699;0.001092;0.014434;444
